country_id,state_id,zip_code
1,1,36009
1,1,36071
1,1,36049
1,1,36028
1,1,36036
1,1,36041
1,1,36034
1,1,36046
1,1,36042
1,1,36467
1,1,36323
1,1,35057
1,1,35087
1,1,35033
1,1,35058
1,1,35056
1,1,35179
1,1,35622
1,1,35053
1,1,35098
1,1,35619
1,1,35541
1,1,35670
1,1,35077
1,1,35016
1,1,35621
1,1,35540
1,1,35976
1,1,35083
1,1,35070
1,1,35019
1,1,35055
1,1,36322
1,1,36303
1,1,36353
1,1,36345
1,1,36374
1,1,36360
1,1,36317
1,1,36371
1,1,36350
1,1,36362
1,1,36311
1,1,36330
1,1,36361
1,1,36352
1,1,36761
1,1,36767
1,1,36701
1,1,36773
1,1,36758
1,1,36785
1,1,36759
1,1,36749
1,1,36703
1,1,36775
1,1,35962
1,1,35968
1,1,35765
1,1,35984
1,1,35986
1,1,35983
1,1,35971
1,1,35959
1,1,35956
1,1,35989
1,1,35988
1,1,35771
1,1,35957
1,1,35978
1,1,35966
1,1,35963
1,1,35979
1,1,35975
1,1,35967
1,1,35974
1,1,35951
1,1,35981
1,1,35961
1,1,35954
1,1,35010
1,1,36054
1,1,35136
1,1,36051
1,1,36022
1,1,36066
1,1,36080
1,1,36024
1,1,36026
1,1,36025
1,1,36020
1,1,36067
1,1,36093
1,1,36078
1,1,36092
1,1,36420
1,1,36483
1,1,36543
1,1,36441
1,1,36502
1,1,36562
1,1,36426
1,1,36432
1,1,36475
1,1,36503
1,1,35902
1,1,35905
1,1,35906
1,1,35954
1,1,35956
1,1,35957
1,1,35903
1,1,35972
1,1,35952
1,1,36272
1,1,35990
1,1,35904
1,1,35901
1,1,35121
1,1,35907
1,1,35961
1,1,36271
1,1,35574
1,1,35594
1,1,35545
1,1,35546
1,1,35554
1,1,35555
1,1,35579
1,1,35549
1,1,35563
1,1,35559
1,1,35542
1,1,35616
1,1,35654
1,1,35593
1,1,35585
1,1,35582
1,1,35571
1,1,35565
1,1,35581
1,1,35653
1,1,35674
1,1,35564
1,1,36344
1,1,36313
1,1,36453
1,1,36375
1,1,36318
1,1,36322
1,1,36477
1,1,36340
1,1,36352
1,1,36316
1,1,36301
1,1,36314
1,1,36442
1,1,36305
1,1,36349
1,1,35462
1,1,35491
1,1,35469
1,1,35480
1,1,35443
1,1,35464
1,1,36740
1,1,35463
1,1,35448
1,1,35441
1,1,36765
1,1,36738
1,1,36744
1,1,36786
1,1,36756
1,1,35474
1,1,36776
1,1,36742
1,1,36303
1,1,36319
1,1,36350
1,1,36353
1,1,36345
1,1,36373
1,1,36310
1,1,36317
1,1,36305
1,1,36345
1,1,36321
1,1,36301
1,1,36352
1,1,36343
1,1,36319
1,1,36320
1,1,36350
1,1,36303
1,1,36312
1,1,36370
1,1,36302
1,1,36376
1,1,36375
1,1,35772
1,1,35744
1,1,35978
1,1,35769
1,1,35748
1,1,35768
1,1,35752
1,1,35771
1,1,35766
1,1,35765
1,1,35776
1,1,35755
1,1,35764
1,1,35966
1,1,35958
1,1,35746
1,1,35979
1,1,35774
1,1,35740
1,1,35745
1,1,35751
1,1,35212
1,1,35215
1,1,35173
1,1,35205
1,1,35180
1,1,35232
1,1,35218
1,1,35444
1,1,35048
1,1,35254
1,1,35181
1,1,35079
1,1,35294
1,1,35133
1,1,35130
1,1,35208
1,1,35224
1,1,35202
1,1,35209
1,1,35235
1,1,35091
1,1,35172
1,1,35126
1,1,35061
1,1,35207
1,1,35211
1,1,35217
1,1,35219
1,1,35116
1,1,35062
1,1,35127
1,1,35210
1,1,35214
1,1,35222
1,1,35006
1,1,35023
1,1,35022
1,1,35243
1,1,35244
1,1,35236
1,1,35270
1,1,35295
1,1,35119
1,1,35015
1,1,35139
1,1,35111
1,1,35073
1,1,35117
1,1,35216
1,1,35223
1,1,35020
1,1,35242
1,1,35234
1,1,35231
1,1,35220
1,1,35229
1,1,35123
1,1,35060
1,1,35293
1,1,35206
1,1,35226
1,1,35213
1,1,35228
1,1,35063
1,1,35255
1,1,35146
1,1,35249
1,1,35064
1,1,35005
1,1,35021
1,1,35036
1,1,35285
1,1,35080
1,1,35094
1,1,35068
1,1,35071
1,1,35118
1,1,35204
1,1,35203
1,1,35221
1,1,35201
1,1,35233
1,1,35266
1,1,35259
1,1,35260
1,1,35253
1,1,35261
1,1,35148
1,1,35142
1,1,35586
1,1,35574
1,1,35544
1,1,35552
1,1,35576
1,1,35592
1,1,35555
1,1,35570
1,1,35563
1,1,35677
1,1,35614
1,1,35617
1,1,35633
1,1,35648
1,1,35630
1,1,35634
1,1,35652
1,1,35631
1,1,35645
1,1,35610
1,1,35632
1,1,35650
1,1,35672
1,1,35643
1,1,35651
1,1,35603
1,1,35618
1,1,35654
1,1,35673
1,1,35619
1,1,36865
1,1,36832
1,1,36804
1,1,36849
1,1,36867
1,1,36801
1,1,36831
1,1,36877
1,1,36852
1,1,36830
1,1,36854
1,1,36874
1,1,36866
1,1,36870
1,1,36850
1,1,36879
1,1,36803
1,1,35611
1,1,35612
1,1,35739
1,1,35749
1,1,35613
1,1,35610
1,1,35652
1,1,35649
1,1,35757
1,1,35671
1,1,35620
1,1,35742
1,1,35773
1,1,35647
1,1,35615
1,1,35756
1,1,35614
1,1,36047
1,1,36775
1,1,36040
1,1,36761
1,1,36752
1,1,36785
1,1,36043
1,1,36032
1,1,36701
1,1,36830
1,1,36866
1,1,36832
1,1,36013
1,1,36075
1,1,36083
1,1,36088
1,1,36804
1,1,36078
1,1,36029
1,1,36039
1,1,36089
1,1,36860
1,1,36879
1,1,36087
1,1,35806
1,1,35807
1,1,35897
1,1,35750
1,1,35814
1,1,35899
1,1,35893
1,1,35810
1,1,35805
1,1,35748
1,1,35756
1,1,35815
1,1,35767
1,1,35763
1,1,35758
1,1,35803
1,1,35808
1,1,35773
1,1,35804
1,1,35760
1,1,35762
1,1,35895
1,1,35898
1,1,35741
1,1,35759
1,1,35739
1,1,35776
1,1,35812
1,1,35802
1,1,35816
1,1,35757
1,1,35813
1,1,35809
1,1,35896
1,1,35801
1,1,35749
1,1,35761
1,1,35811
1,1,35824
1,1,35894
1,1,36745
1,1,36738
1,1,36728
1,1,36722
1,1,36904
1,1,36763
1,1,36784
1,1,36751
1,1,36732
1,1,36748
1,1,36754
1,1,36736
1,1,36783
1,1,36782
1,1,36773
1,1,36742
1,1,36764
1,1,36786
1,1,36769
1,1,35565
1,1,35552
1,1,35571
1,1,35581
1,1,35570
1,1,35594
1,1,35563
1,1,35564
1,1,35593
1,1,35548
1,1,35554
1,1,35543
1,1,35016
1,1,35976
1,1,35087
1,1,35975
1,1,35754
1,1,35747
1,1,35755
1,1,35962
1,1,35956
1,1,35964
1,1,35175
1,1,35760
1,1,35776
1,1,35957
1,1,35980
1,1,35769
1,1,35951
1,1,35950
1,1,35952
1,1,36688
1,1,36505
1,1,36618
1,1,36608
1,1,36611
1,1,36602
1,1,36590
1,1,36670
1,1,36560
1,1,36521
1,1,36575
1,1,36544
1,1,36619
1,1,36652
1,1,36685
1,1,36528
1,1,36522
1,1,36525
1,1,36571
1,1,36572
1,1,36582
1,1,36603
1,1,36606
1,1,36689
1,1,36644
1,1,36675
1,1,36523
1,1,36604
1,1,36695
1,1,36587
1,1,36617
1,1,36691
1,1,36509
1,1,36640
1,1,36663
1,1,36512
1,1,36612
1,1,36693
1,1,36601
1,1,36660
1,1,36568
1,1,36605
1,1,36671
1,1,36609
1,1,36616
1,1,36541
1,1,36610
1,1,36607
1,1,36613
1,1,36615
1,1,36633
1,1,36033
1,1,36481
1,1,36460
1,1,36444
1,1,36751
1,1,36401
1,1,36470
1,1,36482
1,1,36471
1,1,36502
1,1,36480
1,1,36768
1,1,36445
1,1,36425
1,1,36726
1,1,36475
1,1,36439
1,1,36458
1,1,36105
1,1,36117
1,1,36069
1,1,36124
1,1,36118
1,1,36029
1,1,36054
1,1,36065
1,1,36106
1,1,36064
1,1,36110
1,1,36036
1,1,36119
1,1,36116
1,1,36041
1,1,36130
1,1,36109
1,1,36113
1,1,36123
1,1,36111
1,1,36101
1,1,36102
1,1,36121
1,1,36052
1,1,36104
1,1,36043
1,1,36013
1,1,36047
1,1,36057
1,1,36107
1,1,36125
1,1,36046
1,1,36120
1,1,36103
1,1,36114
1,1,36112
1,1,36108
1,1,36115
1,1,36131
1,1,35601
1,1,35622
1,1,35754
1,1,35603
1,1,35175
1,1,35087
1,1,35602
1,1,35673
1,1,35775
1,1,35019
1,1,35016
1,1,35670
1,1,35640
1,1,35621
1,1,35619
1,1,35179
1,1,36773
1,1,36756
1,1,36786
1,1,35042
1,1,36765
1,1,36701
1,1,36728
1,1,36759
1,1,35466
1,1,35461
1,1,35481
1,1,35442
1,1,35555
1,1,35574
1,1,35447
1,1,35471
1,1,35576
1,1,36005
1,1,36082
1,1,36010
1,1,36079
1,1,36081
1,1,36035
1,1,36034
1,1,36049
1,1,36264
1,1,36276
1,1,36280
1,1,36258
1,1,36274
1,1,36278
1,1,36266
1,1,36263
1,1,36804
1,1,36860
1,1,36871
1,1,36869
1,1,36867
1,1,36875
1,1,36858
1,1,36027
1,1,36877
1,1,36870
1,1,36856
1,1,36851
1,1,36868
1,1,36874
1,1,35054
1,1,35094
1,1,35135
1,1,35972
1,1,35182
1,1,35178
1,1,35120
1,1,35004
1,1,35131
1,1,35146
1,1,35052
1,1,35987
1,1,35121
1,1,35125
1,1,35906
1,1,35133
1,1,35903
1,1,35173
1,1,35112
1,1,35128
1,1,35953
1,1,35124
1,1,35051
1,1,35078
1,1,35143
1,1,35178
1,1,35128
1,1,35187
1,1,35035
1,1,35043
1,1,35114
1,1,35007
1,1,35242
1,1,35094
1,1,35216
1,1,35243
1,1,35115
1,1,35040
1,1,35244
1,1,35022
1,1,35080
1,1,35238
1,1,35147
1,1,35137
1,1,35185
1,1,35186
1,1,35176
1,1,35442
1,1,35459
1,1,35460
1,1,36912
1,1,35477
1,1,35470
1,1,36907
1,1,36922
1,1,36901
1,1,35464
1,1,36925
1,1,36268
1,1,35151
1,1,36260
1,1,36203
1,1,35044
1,1,35096
1,1,35014
1,1,35150
1,1,35072
1,1,35149
1,1,35032
1,1,35160
1,1,35082
1,1,35089
1,1,36251
1,1,35010
1,1,36850
1,1,36078
1,1,35072
1,1,36256
1,1,36861
1,1,36276
1,1,36849
1,1,36255
1,1,36853
1,1,36866
1,1,36879
1,1,35457
1,1,35480
1,1,35468
1,1,35453
1,1,35486
1,1,35444
1,1,35449
1,1,35405
1,1,35456
1,1,35402
1,1,35403
1,1,35466
1,1,35478
1,1,35111
1,1,35474
1,1,35546
1,1,35188
1,1,35452
1,1,35490
1,1,35469
1,1,35579
1,1,35440
1,1,35401
1,1,35475
1,1,35006
1,1,35482
1,1,35463
1,1,35404
1,1,35473
1,1,35476
1,1,35446
1,1,35458
1,1,35184
1,1,35555
1,1,35406
1,1,35407
1,1,35574
1,1,35006
1,1,35130
1,1,35587
1,1,35546
1,1,35560
1,1,35550
1,1,35579
1,1,35580
1,1,35502
1,1,35148
1,1,35501
1,1,35503
1,1,35038
1,1,35584
1,1,35573
1,1,35063
1,1,35504
1,1,35549
1,1,35033
1,1,35062
1,1,35578
1,1,35554
1,1,36529
1,1,36583
1,1,36558
1,1,36548
1,1,36538
1,1,36513
1,1,36553
1,1,36581
1,1,36518
1,1,36522
1,1,36584
1,1,36569
1,1,36585
1,1,36539
1,1,36556
1,1,36435
1,1,36722
1,1,36784
1,1,36720
1,1,36769
1,1,36751
1,1,36768
1,1,36741
1,1,36766
1,1,36761
1,1,36726
1,1,36728
1,1,36783
1,1,36753
1,1,36723
1,1,35503
1,1,35578
1,1,35540
1,1,35053
1,1,35565
1,1,35541
1,1,35551
1,1,35553
1,1,35575
1,1,35179
1,1,35098
1,1,35577
1,1,35572
1,2,99553
1,2,99583
1,2,99612
1,2,99661
1,2,99571
1,2,99685
1,2,99591
1,2,99547
1,2,99660
1,2,99546
1,2,99638
1,2,99692
1,2,99517
1,2,99523
1,2,99520
1,2,99529
1,2,99502
1,2,99516
1,2,99503
1,2,99577
1,2,99587
1,2,99508
1,2,99518
1,2,99567
1,2,99524
1,2,99521
1,2,99530
1,2,99599
1,2,99506
1,2,99540
1,2,99510
1,2,99501
1,2,99505
1,2,99509
1,2,99504
1,2,99519
1,2,99522
1,2,99515
1,2,99507
1,2,99514
1,2,99511
1,2,99513
1,2,99681
1,2,99621
1,2,99551
1,2,99656
1,2,99557
1,2,99668
1,2,99559
1,2,99575
1,2,99630
1,2,99641
1,2,99614
1,2,99626
1,2,99561
1,2,99637
1,2,99679
1,2,99651
1,2,99609
1,2,99690
1,2,99545
1,2,99607
1,2,99680
1,2,99578
1,2,99634
1,2,99655
1,2,99589
1,2,99622
1,2,99552
1,2,99613
1,2,99633
1,2,99670
1,2,99729
1,2,99744
1,2,99743
1,2,99755
1,2,99628
1,2,99576
1,2,99580
1,2,99569
1,2,99636
1,2,99678
1,2,99555
1,2,99707
1,2,99709
1,2,99712
1,2,99714
1,2,99701
1,2,99775
1,2,99790
1,2,99706
1,2,99703
1,2,99705
1,2,99708
1,2,99725
1,2,99702
1,2,99827
1,2,99820
1,2,99841
1,2,99829
1,2,99825
1,2,99832
1,2,99826
1,2,99811
1,2,99801
1,2,99824
1,2,99611
1,2,99556
1,2,99631
1,2,99663
1,2,99568
1,2,99639
1,2,99664
1,2,99682
1,2,99572
1,2,99610
1,2,99605
1,2,99635
1,2,99672
1,2,99669
1,2,99603
1,2,99928
1,2,99901
1,2,99644
1,2,99643
1,2,99608
1,2,99624
1,2,99550
1,2,99615
1,2,99579
1,2,99565
1,2,99625
1,2,99564
1,2,99549
1,2,99653
1,2,99640
1,2,99649
1,2,99548
1,2,99606
1,2,99647
1,2,99648
1,2,99674
1,2,99676
1,2,99645
1,2,99623
1,2,99654
1,2,99694
1,2,99687
1,2,99652
1,2,99683
1,2,99688
1,2,99667
1,2,99784
1,2,99739
1,2,99785
1,2,99771
1,2,99783
1,2,99684
1,2,99778
1,2,99762
1,2,99742
1,2,99671
1,2,99753
1,2,99659
1,2,99769
1,2,99772
1,2,99734
1,2,99791
1,2,99747
1,2,99723
1,2,99759
1,2,99766
1,2,99782
1,2,99721
1,2,99789
1,2,99761
1,2,99763
1,2,99750
1,2,99727
1,2,99752
1,2,99751
1,2,99736
1,2,99773
1,2,99770
1,2,99749
1,2,99786
1,2,99833
1,2,99830
1,2,99836
1,2,99927
1,2,99926
1,2,99919
1,2,99918
1,2,99921
1,2,99925
1,2,99922
1,2,99923
1,2,99835
1,2,99840
1,2,99764
1,2,99738
1,2,99776
1,2,99731
1,2,99780
1,2,99732
1,2,99737
1,2,99588
1,2,99586
1,2,99677
1,2,99574
1,2,99566
1,2,99573
1,2,99686
1,2,99693
1,2,99620
1,2,99658
1,2,99650
1,2,99585
1,2,99666
1,2,99581
1,2,99604
1,2,99632
1,2,99662
1,2,99657
1,2,99554
1,2,99563
1,2,99903
1,2,99929
1,2,99689
1,2,99757
1,2,99758
1,2,99733
1,2,99740
1,2,99768
1,2,99724
1,2,99691
1,2,99777
1,2,99726
1,2,99745
1,2,99754
1,2,99756
1,2,99788
1,2,99760
1,2,99558
1,2,99720
1,2,99627
1,2,99748
1,2,99722
1,2,99675
1,2,99765
1,2,99781
1,2,99774
1,2,99665
1,2,99767
1,2,99602
1,2,99704
1,2,99590
1,2,99746
1,2,99730
1,2,99741
1,3,86544
1,3,86503
1,3,86511
1,3,86535
1,3,86512
1,3,86508
1,3,86556
1,3,86547
1,3,85925
1,3,85932
1,3,86515
1,3,85901
1,3,85930
1,3,86504
1,3,86514
1,3,85940
1,3,86502
1,3,86545
1,3,86507
1,3,85924
1,3,86538
1,3,85938
1,3,86028
1,3,86505
1,3,86506
1,3,86540
1,3,85936
1,3,85920
1,3,85927
1,3,85610
1,3,85630
1,3,85603
1,3,85624
1,3,85615
1,3,85650
1,3,85616
1,3,85608
1,3,85627
1,3,85620
1,3,85626
1,3,85613
1,3,85617
1,3,85632
1,3,85636
1,3,85638
1,3,85605
1,3,85606
1,3,85625
1,3,85635
1,3,85602
1,3,85607
1,3,85643
1,3,85611
1,3,85609
1,3,86046
1,3,86005
1,3,86003
1,3,86002
1,3,86023
1,3,86017
1,3,86053
1,3,86018
1,3,85928
1,3,86004
1,3,85931
1,3,86020
1,3,86045
1,3,86036
1,3,86044
1,3,86047
1,3,86435
1,3,86336
1,3,86038
1,3,86022
1,3,86001
1,3,86040
1,3,86339
1,3,86024
1,3,86015
1,3,86011
1,3,86052
1,3,86016
1,3,85544
1,3,85192
1,3,85542
1,3,85554
1,3,85541
1,3,85135
1,3,85539
1,3,85532
1,3,85501
1,3,85547
1,3,85545
1,3,85553
1,3,85546
1,3,85543
1,3,85550
1,3,85531
1,3,85530
1,3,85536
1,3,85548
1,3,85551
1,3,85552
1,3,85643
1,3,85535
1,3,85540
1,3,85533
1,3,85534
1,3,85922
1,3,85357
1,3,85348
1,3,85334
1,3,85346
1,3,85344
1,3,85359
1,3,85328
1,3,85325
1,3,85012
1,3,85008
1,3,85018
1,3,85205
1,3,85204
1,3,85207
1,3,85208
1,3,85211
1,3,85226
1,3,85254
1,3,85260
1,3,85259
1,3,85042
1,3,85051
1,3,85037
1,3,85069
1,3,85296
1,3,85302
1,3,85306
1,3,85392
1,3,85395
1,3,85331
1,3,85335
1,3,85339
1,3,85375
1,3,85351
1,3,85340
1,3,85363
1,3,85387
1,3,85036
1,3,85064
1,3,85244
1,3,85066
1,3,85343
1,3,85545
1,3,85009
1,3,85256
1,3,85034
1,3,85050
1,3,85040
1,3,85060
1,3,85305
1,3,85281
1,3,85269
1,3,85312
1,3,85275
1,3,85381
1,3,85127
1,3,85261
1,3,85068
1,3,85147
1,3,85385
1,3,85287
1,3,85014
1,3,85015
1,3,85206
1,3,85224
1,3,85249
1,3,85248
1,3,85021
1,3,85282
1,3,85286
1,3,85298
1,3,85326
1,3,85378
1,3,85374
1,3,85361
1,3,85388
1,3,85383
1,3,85252
1,3,85342
1,3,85061
1,3,85026
1,3,85139
1,3,85143
1,3,85006
1,3,85016
1,3,85120
1,3,85209
1,3,85215
1,3,85044
1,3,85054
1,3,85283
1,3,85121
1,3,85236
1,3,85214
1,3,85074
1,3,85010
1,3,85119
1,3,85320
1,3,85017
1,3,85251
1,3,85257
1,3,85253
1,3,85216
1,3,85041
1,3,85297
1,3,85263
1,3,85318
1,3,85354
1,3,85355
1,3,85373
1,3,85353
1,3,85345
1,3,85299
1,3,85002
1,3,85246
1,3,85001
1,3,85003
1,3,85007
1,3,85011
1,3,85202
1,3,85203
1,3,85086
1,3,85085
1,3,85250
1,3,85258
1,3,85225
1,3,85029
1,3,85028
1,3,85083
1,3,85023
1,3,85031
1,3,85019
1,3,85266
1,3,85295
1,3,85268
1,3,85327
1,3,85323
1,3,85267
1,3,85329
1,3,85377
1,3,85338
1,3,85080
1,3,85280
1,3,85277
1,3,85380
1,3,85046
1,3,85071
1,3,85078
1,3,85079
1,3,85376
1,3,85372
1,3,85076
1,3,85013
1,3,85087
1,3,85212
1,3,85234
1,3,85213
1,3,85020
1,3,85027
1,3,85022
1,3,85033
1,3,85024
1,3,85082
1,3,85301
1,3,85303
1,3,85307
1,3,85262
1,3,85311
1,3,85285
1,3,85379
1,3,85382
1,3,85067
1,3,85264
1,3,85322
1,3,85030
1,3,85333
1,3,85004
1,3,85201
1,3,85142
1,3,85255
1,3,85233
1,3,85210
1,3,85045
1,3,85048
1,3,85032
1,3,85035
1,3,85043
1,3,85053
1,3,85063
1,3,85304
1,3,85308
1,3,85284
1,3,85310
1,3,85396
1,3,85390
1,3,85337
1,3,85309
1,3,85271
1,3,85274
1,3,85070
1,3,85005
1,3,86442
1,3,86440
1,3,86405
1,3,86436
1,3,86431
1,3,86404
1,3,86402
1,3,86430
1,3,86443
1,3,86433
1,3,86439
1,3,86411
1,3,86427
1,3,86444
1,3,86021
1,3,86413
1,3,86403
1,3,86446
1,3,86406
1,3,86441
1,3,86412
1,3,86437
1,3,86432
1,3,86401
1,3,86426
1,3,86429
1,3,86434
1,3,86409
1,3,86445
1,3,86438
1,3,85360
1,3,85935
1,3,86031
1,3,85934
1,3,85933
1,3,86033
1,3,85926
1,3,86034
1,3,86029
1,3,85911
1,3,86025
1,3,86032
1,3,86047
1,3,85901
1,3,85902
1,3,85939
1,3,86520
1,3,86510
1,3,86043
1,3,86042
1,3,85929
1,3,85937
1,3,86039
1,3,85928
1,3,85942
1,3,86054
1,3,86030
1,3,85923
1,3,85941
1,3,85645
1,3,85743
1,3,85752
1,3,85725
1,3,85619
1,3,85724
1,3,85704
1,3,85711
1,3,85703
1,3,85715
1,3,85726
1,3,85714
1,3,85634
1,3,85723
1,3,85321
1,3,85705
1,3,85710
1,3,85755
1,3,85749
1,3,85721
1,3,85744
1,3,85601
1,3,85622
1,3,85730
1,3,85741
1,3,85747
1,3,85717
1,3,85740
1,3,85728
1,3,85706
1,3,85614
1,3,85653
1,3,85637
1,3,85712
1,3,85734
1,3,85746
1,3,85751
1,3,85731
1,3,85702
1,3,85709
1,3,85633
1,3,85641
1,3,85707
1,3,85708
1,3,85748
1,3,85750
1,3,85742
1,3,85757
1,3,85745
1,3,85754
1,3,85735
1,3,85732
1,3,85639
1,3,85652
1,3,85738
1,3,85654
1,3,85701
1,3,85716
1,3,85719
1,3,85737
1,3,85713
1,3,85739
1,3,85736
1,3,85733
1,3,85602
1,3,85658
1,3,85611
1,3,85629
1,3,85718
1,3,85756
1,3,85341
1,3,85119
1,3,85145
1,3,85539
1,3,85132
1,3,85140
1,3,85194
1,3,85173
1,3,85653
1,3,85122
1,3,85631
1,3,85120
1,3,85143
1,3,85118
1,3,85138
1,3,85193
1,3,85137
1,3,85141
1,3,85212
1,3,85139
1,3,85128
1,3,85618
1,3,85191
1,3,85142
1,3,85172
1,3,85658
1,3,85623
1,3,85739
1,3,85117
1,3,85131
1,3,85178
1,3,85130
1,3,85192
1,3,85248
1,3,85640
1,3,85624
1,3,85628
1,3,85646
1,3,85621
1,3,85648
1,3,85611
1,3,85645
1,3,85637
1,3,86333
1,3,86314
1,3,86046
1,3,86338
1,3,86327
1,3,86340
1,3,86301
1,3,85342
1,3,85362
1,3,86313
1,3,86351
1,3,86335
1,3,86321
1,3,86324
1,3,86325
1,3,86343
1,3,86329
1,3,86334
1,3,86302
1,3,86315
1,3,86304
1,3,86320
1,3,85324
1,3,86326
1,3,86303
1,3,86322
1,3,86342
1,3,86312
1,3,86331
1,3,86305
1,3,86323
1,3,86336
1,3,86332
1,3,85390
1,3,85332
1,3,86337
1,3,85356
1,3,85366
1,3,85350
1,3,85352
1,3,85365
1,3,85349
1,3,85336
1,3,85364
1,3,85347
1,3,85333
1,3,85367
1,4,72003
1,4,72134
1,4,72166
1,4,72140
1,4,72048
1,4,72026
1,4,72055
1,4,72073
1,4,72038
1,4,72042
1,4,72160
1,4,71640
1,4,71658
1,4,71661
1,4,71635
1,4,71676
1,4,71642
1,4,71663
1,4,71638
1,4,71646
1,4,71653
1,4,72626
1,4,72617
1,4,72635
1,4,72658
1,4,72538
1,4,72654
1,4,72537
1,4,72651
1,4,72653
1,4,72642
1,4,72531
1,4,72623
1,4,72639
1,4,72519
1,4,72544
1,4,72659
1,4,72756
1,4,72757
1,4,72738
1,4,72718
1,4,72722
1,4,72719
1,4,72758
1,4,72761
1,4,72747
1,4,72764
1,4,72714
1,4,72745
1,4,72762
1,4,72768
1,4,72732
1,4,72736
1,4,72734
1,4,72751
1,4,72739
1,4,72716
1,4,72711
1,4,72712
1,4,72715
1,4,72733
1,4,72704
1,4,72682
1,4,72602
1,4,72615
1,4,72601
1,4,72633
1,4,72644
1,4,72662
1,4,72685
1,4,72687
1,4,72611
1,4,71651
1,4,71647
1,4,71671
1,4,71631
1,4,71660
1,4,71745
1,4,71742
1,4,71720
1,4,71744
1,4,71766
1,4,71701
1,4,72611
1,4,72631
1,4,72632
1,4,72662
1,4,72740
1,4,72616
1,4,72638
1,4,72660
1,4,72613
1,4,71640
1,4,71661
1,4,71638
1,4,71653
1,4,71663
1,4,71998
1,4,71923
1,4,71763
1,4,71721
